row_id_i,row_id_j,point_id_i,point_id_j,k_i,wq_i,k_j,wq_j,d_theta,both_k0,exactly_one_k0,both_finite_k,parameter_separation_category,raw_l2_ringdown,d_O_ringdown,raw_l2_ringdown_plus_photon_geometry,d_O_ringdown_plus_photon_geometry,improvement_ratio,delta_dO
0,29,k0p000000000_wqm0p712500000,k0p000500000_wqm0p525000000,0.0,-0.7125,0.0005,-0.525,0.7417574277569812,False,True,False,0.50_to_0.75,0.002879923999238924,0.16911542041050265,0.03914999313209625,0.07329364330420551,0.433394205722317,-0.09582177710629713
0,30,k0p000000000_wqm0p712500000,k0p000500000_wqm0p500000000,0.0,-0.7125,0.0005,-0.5,0.8338637767560965,False,True,False,ge_0.75,0.0027882636285867022,0.16122065416511555,0.029805448617340448,0.06537893211169897,0.4055245430572473,-0.09584172205341658
0,31,k0p000000000_wqm0p712500000,k0p000500000_wqm0p475000000,0.0,-0.7125,0.0005,-0.475,0.9266035313489747,False,True,False,ge_0.75,0.0026931795004357284,0.1535640121855258,0.022754719177449437,0.059548745024137026,0.38777799678868907,-0.09401526716138876
0,32,k0p000000000_wqm0p712500000,k0p000500000_wqm0p450000000,0.0,-0.7125,0.0005,-0.45,1.019803902718557,False,True,False,ge_0.75,0.0025957679553122747,0.14614935019124026,0.017458961749776184,0.055066516904610424,0.3767824956631996,-0.09108283328662983
0,33,k0p000000000_wqm0p712500000,k0p000750000_wqm0p712500000,0.0,-0.7125,0.00075,-0.7125,0.3,False,True,False,0.25_to_0.50,0.004946782923256822,0.3536280823117994,0.45173090422772,0.5134165962004592,1.451854708042592,0.15978851388865983
0,34,k0p000000000_wqm0p712500000,k0p000750000_wqm0p690000000,0.0,-0.7125,0.00075,-0.69,0.3120047095405937,False,True,False,0.25_to_0.50,0.004932535439207212,0.3405388687879329,0.35440896570846375,0.4119661725901984,1.2097478741751098,0.07142730380226553
0,35,k0p000000000_wqm0p712500000,k0p000750000_wqm0p666666667,0.0,-0.7125,0.00075,-0.6666666666666666,0.347111320157535,False,True,False,0.25_to_0.50,0.004894192987613054,0.32731602639455576,0.27544850747372757,0.3287960378519166,1.0045216590023514,0.0014800114573608192
0,36,k0p000000000_wqm0p712500000,k0p000750000_wqm0p640000000,0.0,-0.7125,0.00075,-0.64,0.4077758932775723,False,True,False,0.25_to_0.50,0.004825282345524691,0.3126039243929225,0.206539692227792,0.2558190756679441,0.818348893619123,-0.05678484872497841
0,37,k0p000000000_wqm0p712500000,k0p000750000_wqm0p610000000,0.0,-0.7125,0.00075,-0.61,0.49241410959557025,False,True,False,0.25_to_0.50,0.004721210992389118,0.29653236166101693,0.14912532331889233,0.19602419314192612,0.6610549757331801,-0.10050816851909081
0,38,k0p000000000_wqm0p712500000,k0p000750000_wqm0p580000000,0.0,-0.7125,0.00075,-0.58,0.587183600332014,False,True,False,0.50_to_0.75,0.0045945637507821555,0.2809537298948237,0.10745702056516933,0.15437833104008303,0.5494795569999205,-0.12657539885474067
0,39,k0p000000000_wqm0p712500000,k0p000750000_wqm0p550000000,0.0,-0.7125,0.00075,-0.55,0.6879098448550697,False,True,False,0.50_to_0.75,0.004450349925681717,0.2658663360111992,0.07733095270102602,0.12607748921210343,0.47421381399257945,-0.13978884679909576
0,40,k0p000000000_wqm0p712500000,k0p000750000_wqm0p525000000,0.0,-0.7125,0.00075,-0.525,0.7747283921689285,False,True,False,ge_0.75,0.004319885998858195,0.25367313061575236,0.058784468251381894,0.10975663663021852,0.43266953959136795,-0.14391649398553386
0,41,k0p000000000_wqm0p712500000,k0p000750000_wqm0p500000000,0.0,-0.7125,0.00075,-0.5,0.8633242717461042,False,True,False,ge_0.75,0.004182395442880247,0.24183098124766794,0.04473986816490837,0.09798783712488689,0.40519141352089194,-0.14384314412278104
0,42,k0p000000000_wqm0p712500000,k0p000750000_wqm0p475000000,0.0,-0.7125,0.00075,-0.475,0.9532020270165135,False,True,False,ge_0.75,0.004039769250653626,0.2303460182782915,0.03414854783720996,0.08928894321637128,0.3876296359874441,-0.14105707506192022
0,43,k0p000000000_wqm0p712500000,k0p000750000_wqm0p450000000,0.0,-0.7125,0.00075,-0.45,1.044030650891055,False,True,False,ge_0.75,0.0038936519329684505,0.21922402528685142,0.02619685105115388,0.08258566563239284,0.37671813353637085,-0.13663835965445859
0,44,k0p000000000_wqm0p712500000,k0p001000000_wqm0p712500000,0.0,-0.7125,0.001,-0.7125,0.4,False,True,False,0.25_to_0.50,0.00659571056434253,0.4715041097490571,0.6118024839761029,0.6489668415226434,1.3763757899544824,0.1774627317735863
0,45,k0p000000000_wqm0p712500000,k0p001000000_wqm0p690000000,0.0,-0.7125,0.001,-0.69,0.4090806018078959,False,True,False,0.25_to_0.50,0.006576713918942676,0.45405182505057534,0.47759743161757157,0.5264847059749591,1.1595255804033289,0.07243288092438377
0,46,k0p000000000_wqm0p712500000,k0p001000000_wqm0p666666667,0.0,-0.7125,0.001,-0.6666666666666666,0.4364473262393834,False,True,False,0.25_to_0.50,0.006525590650150738,0.43642136852608027,0.3702204891863424,0.42516913411085633,0.9742170406246927,-0.011252234415223938
0,47,k0p000000000_wqm0p712500000,k0p001000000_wqm0p640000000,0.0,-0.7125,0.001,-0.64,0.48608762495904173,False,True,False,0.25_to_0.50,0.006433709794032638,0.4168052325238748,0.2766916270093504,0.33425849846522415,0.8019537001519712,-0.08254673405865065
0,48,k0p000000000_wqm0p712500000,k0p001000000_wqm0p610000000,0.0,-0.7125,0.001,-0.61,0.5589916415553977,False,True,False,0.50_to_0.75,0.006294947989852022,0.3953764822146846,0.1994410779873245,0.25826793000271925,0.6532202637750288,-0.13710855221196533
0,49,k0p000000000_wqm0p712500000,k0p001000000_wqm0p580000000,0.0,-0.7125,0.001,-0.58,0.6440377166741607,False,True,False,0.50_to_0.75,0.006126085001043118,0.374604973193101,0.14357863406673144,0.2045033066619311,0.5459172229315651,-0.1701016665311699
0,50,k0p000000000_wqm0p712500000,k0p001000000_wqm0p550000000,0.0,-0.7125,0.001,-0.55,0.7370345681503182,False,True,False,0.50_to_0.75,0.0059337999009090436,0.3544884480149438,0.10325676467372337,0.16755939770601855,0.4726794304421309,-0.18692905030892523
0,51,k0p000000000_wqm0p712500000,k0p001000000_wqm0p525000000,0.0,-0.7125,0.001,-0.525,0.8186599303939659,False,True,False,ge_0.75,0.005759847998477525,0.33823084082098004,0.07846008361304851,0.14609568154806346,0.43194074553771833,-0.19213515927291658
0,52,k0p000000000_wqm0p712500000,k0p001000000_wqm0p500000000,0.0,-0.7125,0.001,-0.5,0.9029555903730487,False,True,False,ge_0.75,0.005576527257173475,0.32244130833021456,0.05969601666006929,0.13054276187372624,0.4048574376209776,-0.19189854645648832
0,53,k0p000000000_wqm0p712500000,k0p001000000_wqm0p475000000,0.0,-0.7125,0.001,-0.475,0.9892391542536063,False,True,False,ge_0.75,0.005386359000871146,0.30712802437104014,0.0455535923865607,0.11900633759237968,0.387481207018115,-0.18812168677866048
0,54,k0p000000000_wqm0p712500000,k0p001000000_wqm0p450000000,0.0,-0.7125,0.001,-0.45,1.077032961426901,False,True,False,ge_0.75,0.005191535910624626,0.29229870038247435,0.0349404370476435,0.11009542303584825,0.37665382326978475,-0.1822032773466261
0,55,k0p000000000_wqm0p712500000,k0p001250000_wqm0p712500000,0.0,-0.7125,0.00125,-0.7125,0.5,False,True,False,0.50_to_0.75,0.008244638205427961,0.58938013718633,0.7822230981171233,0.7744840726539118,1.314065445692246,0.18510393546758186
0,56,k0p000000000_wqm0p712500000,k0p001250000_wqm0p690000000,0.0,-0.7125,0.00125,-0.69,0.5072937401304202,False,True,False,0.50_to_0.75,0.008220892398678745,0.5675647813132241,0.6045710141428762,0.6297139066367405,1.1095013774105515,0.06214912532351646
0,57,k0p000000000_wqm0p712500000,k0p001250000_wqm0p666666667,0.0,-0.7125,0.00125,-0.6666666666666666,0.529609543514377,False,True,False,0.50_to_0.75,0.008156988312688419,0.5455267106576013,0.4667006733751596,0.5142991883417329,0.9427571158189022,-0.03122752231586834
0,58,k0p000000000_wqm0p712500000,k0p001250000_wqm0p640000000,0.0,-0.7125,0.00125,-0.64,0.5712102757639449,False,True,False,0.50_to_0.75,0.008042137242541216,0.5210065406548667,0.34799035512886023,0.409020698827773,0.7850586641650682,-0.11198584182709376
0,59,k0p000000000_wqm0p712500000,k0p001250000_wqm0p610000000,0.0,-0.7125,0.00125,-0.61,0.6344065378988447,False,True,False,0.50_to_0.75,0.007868684987315168,0.49422060276836816,0.2501069715348985,0.318861262615087,0.6451800285722432,-0.17535934015328114
0,60,k0p000000000_wqm0p712500000,k0p001250000_wqm0p580000000,0.0,-0.7125,0.00125,-0.58,0.71048193537828,False,True,False,0.50_to_0.75,0.007657606251303786,0.4682562164913722,0.17986629410362778,0.2539324701569601,0.5422938579644866,-0.21432374633441215
0,61,k0p000000000_wqm0p712500000,k0p001250000_wqm0p550000000,0.0,-0.7125,0.00125,-0.55,0.7957511889080191,False,True,False,ge_0.75,0.007417249876136347,0.44311056001866717,0.12926183440263353,0.2087626139548113,0.4711298551449928,-0.23434794606385587
0,62,k0p000000000_wqm0p712500000,k0p001250000_wqm0p525000000,0.0,-0.7125,0.00125,-0.525,0.8718968296952645,False,True,False,ge_0.75,0.007199809998097116,0.42278855102625207,0.09817802906040135,0.182309774063142,0.43120792561817006,-0.24047877696311007
0,63,k0p000000000_wqm0p712500000,k0p001250000_wqm0p500000000,0.0,-0.7125,0.00125,-0.5,0.9514876763184802,False,True,False,ge_0.75,0.006970659071467326,0.40305163541278344,0.07467436305932405,0.16304351343212448,0.40452264451214603,-0.24000812198065896
0,64,k0p000000000_wqm0p712500000,k0p001250000_wqm0p475000000,0.0,-0.7125,0.00125,-0.475,1.033728254575829,False,True,False,ge_0.75,0.006732948751089043,0.38391003046378624,0.0569700352189927,0.14870091553637213,0.3873327179202183,-0.23520911492741411
0,65,k0p000000000_wqm0p712500000,k0p001250000_wqm0p450000000,0.0,-0.7125,0.00125,-0.45,1.118033988749895,False,True,False,ge_0.75,0.006489419888280802,0.36537337547809734,0.04368978934808168,0.1375958012803093,0.3765895670429265,-0.22777757419778805
0,66,k0p000000000_wqm0p712500000,k0p001500000_wqm0p712500000,0.0,-0.7125,0.0015,-0.7125,0.6,False,True,False,0.50_to_0.75,0.009893565846513049,0.7072561646235761,0.9695439533667275,0.9163223167769813,1.2956017389607013,0.20906615215340518
0,67,k0p000000000_wqm0p712500000,k0p001500000_wqm0p690000000,0.0,-0.7125,0.0015,-0.69,0.6060915267313265,False,True,False,0.50_to_0.75,0.009865070878414497,0.6810777375758618,0.7379125958144246,0.7250771057031887,1.0646025639950185,0.043999368127326965
0,68,k0p000000000_wqm0p712500000,k0p001500000_wqm0p666666667,0.0,-0.7125,0.0015,-0.6666666666666666,0.624889005009295,False,True,False,0.50_to_0.75,0.009788385975225817,0.6546320527891223,0.5653776505375654,0.5964076215421487,0.9110577751289402,-0.05822443124697363
0,69,k0p000000000_wqm0p712500000,k0p001500000_wqm0p640000000,0.0,-0.7125,0.0015,-0.64,0.6605158432152267,False,True,False,0.50_to_0.75,0.009650564691049432,0.6252078487858371,0.4202108000231701,0.47992628330371506,0.7676267728176142,-0.14528156548212207
0,70,k0p000000000_wqm0p712500000,k0p001500000_wqm0p610000000,0.0,-0.7125,0.0015,-0.61,0.7158712561129956,False,True,False,0.50_to_0.75,0.009442421984778298,0.5930647233220451,0.30142696379971934,0.37777655471591215,0.6369904326795922,-0.21528816860613292
0,71,k0p000000000_wqm0p712500000,k0p001500000_wqm0p580000000,0.0,-0.7125,0.0015,-0.58,0.7840819985810581,False,True,False,ge_0.75,0.009189127501564996,0.5619074597896718,0.216330482305718,0.3026497511467492,0.5386113778593264,-0.25925770864292264
0,72,k0p000000000_wqm0p712500000,k0p001500000_wqm0p550000000,0.0,-0.7125,0.0015,-0.55,0.8621020558196842,False,True,False,ge_0.75,0.008900699851363434,0.5317326720224014,0.1553494094258767,0.24968330986015896,0.4695654846833261,-0.2820493621622424
0,73,k0p000000000_wqm0p712500000,k0p001500000_wqm0p525000000,0.0,-0.7125,0.0015,-0.525,0.9328472981322575,False,True,False,ge_0.75,0.008639771997716447,0.5073462612314797,0.1179395570496363,0.21839795039360313,0.43047119311274035,-0.28894831083787664
0,74,k0p000000000_wqm0p712500000,k0p001500000_wqm0p500000000,0.0,-0.7125,0.0015,-0.5,1.0076352505673574,False,True,False,ge_0.75,0.008364790885760247,0.4836619624953192,0.0896753927334101,0.19548990942614208,0.4041870657298878,-0.2881720530691771
0,75,k0p000000000_wqm0p712500000,k0p001500000_wqm0p475000000,0.0,-0.7125,0.0015,-0.475,1.085630740311083,False,True,False,ge_0.75,0.008079538501307255,0.46069203655656876,0.06839806301197471,0.17837266694985643,0.38718417683773854,-0.28231936960671233
0,76,k0p000000000_wqm0p712500000,k0p001500000_wqm0p450000000,0.0,-0.7125,0.0015,-0.45,1.16619037896906,False,True,False,ge_0.75,0.007787303865936981,0.4384480505737085,0.05244497855598141,0.16508681313692938,0.3765253669640305,-0.2733612374367791
0,77,k0p000000000_wqm0p712500000,k0p001750000_wqm0p712500000,0.0,-0.7125,0.00175,-0.7125,0.7,False,True,False,0.50_to_0.75,0.011542493487599132,0.825132192060853,1.1891045290579314,1.146912064156979,1.389973722019556,0.321779872096126
0,78,k0p000000000_wqm0p712500000,k0p001750000_wqm0p690000000,0.0,-0.7125,0.00175,-0.69,0.7052282884112847,False,True,False,0.50_to_0.75,0.011509249358150191,0.7945906938385082,0.8796509251562098,0.8220376818632206,1.0345422973583058,0.02744698802471235
0,79,k0p000000000_wqm0p712500000,k0p001750000_wqm0p666666667,0.0,-0.7125,0.00175,-0.6666666666666666,0.7214473429027976,False,True,False,0.50_to_0.75,0.011419783637763501,0.7637373949206291,0.6674729105613121,0.6725329204698102,0.8805813685994814,-0.09120447445081892
0,80,k0p000000000_wqm0p712500000,k0p001750000_wqm0p640000000,0.0,-0.7125,0.00175,-0.64,0.752516564029206,False,True,False,ge_0.75,0.011258992139557394,0.7294091569167963,0.4935256090969599,0.5469585705926142,0.7498652373718496,-0.1824505863241821
0,81,k0p000000000_wqm0p712500000,k0p001750000_wqm0p610000000,0.0,-0.7125,0.00175,-0.61,0.8015432959789498,False,True,False,ge_0.75,0.01101615898224121,0.6919088438757042,0.35324018078570335,0.43495008321919154,0.6286233903050483,-0.25695876065651263
0,82,k0p000000000_wqm0p712500000,k0p001750000_wqm0p580000000,0.0,-0.7125,0.00175,-0.58,0.8630090268930368,False,True,False,ge_0.75,0.01072064875182534,0.6555587030879242,0.2529829470425841,0.3506402386592559,0.5348723722339594,-0.30491846442866827
0,83,k0p000000000_wqm0p712500000,k0p001750000_wqm0p550000000,0.0,-0.7125,0.00175,-0.55,0.9344623880331011,False,True,False,ge_0.75,0.01038414982659076,0.620354784026143,0.1815229879219417,0.2903178442145034,0.46798679028526496,-0.33003693981163956
0,84,k0p000000000_wqm0p712500000,k0p001750000_wqm0p525000000,0.0,-0.7125,0.00175,-0.525,1.0001020356106936,False,True,False,ge_0.75,0.010079733997335798,0.5919039714367382,0.13774598535930313,0.254359292053965,0.42973067309643914,-0.3375446793827732
0,85,k0p000000000_wqm0p712500000,k0p001750000_wqm0p500000000,0.0,-0.7125,0.00175,-0.5,1.0702003542262266,False,True,False,ge_0.75,0.009758922700053787,0.5642722895778881,0.10469960796713611,0.22788177865640385,0.4038507345928223,-0.33639051092148425
0,86,k0p000000000_wqm0p712500000,k0p001750000_wqm0p475000000,0.0,-0.7125,0.00175,-0.475,1.1439379809711672,False,True,False,ge_0.75,0.009426128251524462,0.5374740426492951,0.0798378667163536,0.2080215844659052,0.38703559234327617,-0.32945245818338986
0,87,k0p000000000_wqm0p712500000,k0p001750000_wqm0p450000000,0.0,-0.7125,0.00175,-0.45,1.2206555615733703,False,True,False,ge_0.75,0.00908518784359316,0.5115227256693368,0.06120607628941611,0.1925684719180694,0.37646122499462764,-0.3189542537512674
0,88,k0p000000000_wqm0p712500000,k0p002000000_wqm0p712500000,0.0,-0.7125,0.002,-0.7125,0.8,False,True,False,ge_0.75,0.013191421128684846,0.9430082194981277,1.4772265305083148,1.6308841597772266,1.7294485096271894,0.6878759402790988
0,89,k0p000000000_wqm0p712500000,k0p002000000_wqm0p690000000,0.0,-0.7125,0.002,-0.69,0.80457873373307,False,True,False,ge_0.75,0.013153427837885957,0.9081036501011607,1.0358029603075116,0.9435329056427441,1.0390145503078163,0.03542925554158338
0,90,k0p000000000_wqm0p712500000,k0p002000000_wqm0p666666667,0.0,-0.7125,0.002,-0.6666666666666666,0.8188322591236296,False,True,False,ge_0.75,0.013051181300301196,0.8728427370521642,0.7737194859406071,0.7451888095885031,0.8537492241789347,-0.1276539274636611
0,91,k0p000000000_wqm0p712500000,k0p002000000_wqm0p640000000,0.0,-0.7125,0.002,-0.64,0.8463339643062436,False,True,False,ge_0.75,0.012867419588065974,0.8336104650477884,0.5681582978445121,0.6102613291766753,0.7320701391886807,-0.22334913587111305
0,92,k0p000000000_wqm0p712500000,k0p002000000_wqm0p610000000,0.0,-0.7125,0.002,-0.61,0.8902087706424816,False,True,False,ge_0.75,0.012589895979704661,0.7907529644294029,0.4055407697807498,0.4903320788686509,0.6200825048091576,-0.300420885560752
0,93,k0p000000000_wqm0p712500000,k0p002000000_wqm0p580000000,0.0,-0.7125,0.002,-0.58,0.9459305368254408,False,True,False,ge_0.75,0.012252170002086006,0.7492099463862079,0.29006886146543137,0.3979113717511105,0.5311079673600495,-0.35129857463509734
0,94,k0p000000000_wqm0p712500000,k0p002000000_wqm0p550000000,0.0,-0.7125,0.002,-0.55,1.0115433528270186,False,True,False,ge_0.75,0.011867599801818075,0.7089768960298652,0.20778633656028056,0.33066280283554916,0.46639432778021045,-0.3783140931943161
0,95,k0p000000000_wqm0p712500000,k0p002000000_wqm0p525000000,0.0,-0.7125,0.002,-0.525,1.0724756788070549,False,True,False,ge_0.75,0.011519695996955067,0.6764616816419746,0.15759870054462508,0.29019293144898334,0.42898650333689026,-0.3862687501929913
0,96,k0p000000000_wqm0p712500000,k0p002000000_wqm0p500000000,0.0,-0.7125,0.002,-0.5,1.138125124134399,False,True,False,ge_0.75,0.01115305451434733,0.6448826166604377,0.11974752854282725,0.26021896188668703,0.4035136863112331,-0.38466365477375064
0,97,k0p000000000_wqm0p712500000,k0p002000000_wqm0p475000000,0.0,-0.7125,0.002,-0.475,1.207722693464187,False,True,False,ge_0.75,0.010772718001742359,0.6142560487420581,0.09128964160150999,0.23764766351054303,0.3868869732699,-0.3766083852315151
0,98,k0p000000000_wqm0p712500000,k0p002000000_wqm0p450000000,0.0,-0.7125,0.002,-0.45,1.2806248474865698,False,True,False,ge_0.75,0.01038307182124933,0.5845974007649595,0.06997315524379188,0.2200407916038719,0.37639714325781015,-0.36455660916108756
0,99,k0p000000000_wqm0p712500000,k0p002250000_wqm0p712500000,0.0,-0.7125,0.00225,-0.7125,0.8999999999999999,False,True,False,ge_0.75,0.014840348769770256,1.060884246935393,1.9398749028391622,2.71324839262289,2.557534811607137,1.652364145687497
0,100,k0p000000000_wqm0p712500000,k0p002250000_wqm0p690000000,0.0,-0.7125,0.00225,-0.69,0.9040724189883851,False,True,False,ge_0.75,0.014797606317621725,1.0216166063638132,1.2149646612055034,1.1369889906174317,1.1129311950637308,0.11537238425361851
0,101,k0p000000000_wqm0p712500000,k0p002250000_wqm0p666666667,0.0,-0.7125,0.00225,-0.6666666666666666,0.9167803818698929,False,True,False,ge_0.75,0.014682578962838876,0.9819480791836852,0.88545341699753,0.8198165316432003,0.8348878612041603,-0.16213154754048487
0,102,k0p000000000_wqm0p712500000,k0p002250000_wqm0p640000000,0.0,-0.7125,0.00225,-0.64,0.9414250788768705,False,True,False,ge_0.75,0.01447584703657419,0.9378117731787622,0.6447916542930535,0.6702633222190038,0.7147098611772713,-0.26754845095975843
0,103,k0p000000000_wqm0p712500000,k0p002250000_wqm0p610000000,0.0,-0.7125,0.00225,-0.61,0.9810563976290039,False,True,False,ge_0.75,0.0141636329771675,0.8895970849830712,0.4583883314053963,0.5439142205917062,0.6114163701447569,-0.345682864391365
0,104,k0p000000000_wqm0p712500000,k0p002250000_wqm0p580000000,0.0,-0.7125,0.00225,-0.58,1.0318839956598156,False,True,False,ge_0.75,0.013783691252346908,0.8428611896844794,0.32737646742202087,0.4444320636746294,0.5272897472488918,-0.39842912600985003
